Database,Site,Lat,Lon,Alt,DiurnalRange,Isothermality,TempSeasonality,MaxTempWarmestMonth,MinTempColdestMonth,TempAnnualRange,MeanTempWettestQuarter,MeanTempDriestQuarter,MeanTempWarmestQuarter,MeanTempColdestQuarter,gridMAP,PrecipWettestMonth,PrecipDriestMonth,PrecipSeasonality,PrecipWettestQuarter,PrecipDriestQuarter,PrecipWarmestQuarter,PrecipColdestQuarter,gridElev,gridKoppen,gridCMI,gridNPP,gridPET,gridVPD,gridFCF,gridRSDS,gridHURS,gridCLT,gridSCD,gridGSL,gridSFCWind,gridGST,KoppenDesc,KoppenCode,newMAT,newMAP
DiLP,"Swamp site, CT",41.52,-72.5,NA,10.725000381469727,30.46875,893.65557861328125,27.700000762939453,-7.5,35.20000076293945,5.866666793823242,20.649999618530273,20.649999618530273,-1.399999976158142,1251,118,91,6.959844589233398,331,297,297,304,92,25,247,14821,7988,6144,110,14763,5812,3736,91,261,2555,2881,"Cold, no dry season, hot summer",Dfa,9.8,1235
DiLP,Talkeetna,62.3,-150.2,NA,10.725000381469727,28.830644607543945,1009.7467041015625,20.5,-16.700000762939453,37.20000076293945,12.216667175292969,-4.516666412353516,13.816666603088379,-10.449999809265137,716,115,31,50.33344268798828,309,94,265,115,114,27,420,7191,4288,3313,64,9130,6070,4740,230,133,2556,2851,"Cold, no dry season, cold summer",Dfc,0.8,684
DiLP,Tangun Tuan,2.409,101.855,NA,8.341667175292969,87.80702209472656,36.95563507080078,31.700000762939453,22.200000762939453,9.5,26.516666412353516,26.649999618530273,27.233333587646484,26.299999237060547,2181,249,86,29.10501480102539,725,321,534,512,35,1,318,23553,16120,12671,NA,18738,6434,5800,0,365,2742,3001,"Tropical, rainforest",Af,26.9,2374
DiLP,"Three Lynx, OR",45.1,-122.1,NA,10.149999618530273,39.6484375,559.955322265625,23.399999618530273,-2.200000047683716,25.600000381469727,1.8833333253860474,14.699999809265137,15.016666412353516,1.4333332777023315,2196,353,27,63.70150375366211,1019,146,160,950,848,9,879,11580,7603,4263,150,15368,6179,4549,82,270,2524,2825,"Temperate, dry summer, warm summer",Csb,9.7,192.6
DiLP,"Toro Negro, Puerto Rico",18.2,-66.7,NA,11.783333778381348,75.0530776977539,140.22438049316406,30.100000381469727,14.399999618530273,15.700000762939453,24.03333282470703,20.899999618530273,24.200000762939453,20.899999618530273,2129,305,66,46.76215362548828,858,237,747,237,443,1,371,22912,14350,10574,NA,20917,6460,2758,0,365,1188,2972,"Tropical, rainforest",Af,18.1,2898
DiLP,"Upland site, CT",41.51,-72.5,NA,10.774999618530273,30.524078369140625,893.57159423828125,27.899999618530273,-7.400000095367432,35.29999923706055,1.3833333253860474,20.266666412353516,20.799999237060547,-1.2666666507720947,1242,117,90,7.13194465637207,329,294,295,302,58,25,251,14910,7791,6200,109,14693,5814,3736,90,262,2268,2882,"Cold, no dry season, hot summer",Dfa,10,1221
DiLP,"Wharaiki Beach, New Zealand",-40.5,172.7,NA,7.016666889190674,44.692142486572266,303.2625732421875,21.200000762939453,5.5,15.700000762939453,10.983333587646484,16.71666717529297,16.916667938232422,9.399999618530273,1903,233,80,26.038259506225586,601,327,353,571,37,15,600,17563,11316,6019,NA,15762,6224,3356,0,365,6922,2871,"Temperate, no dry season, warm summer",Cfb,13.149999618530273,1903
DiLP,"Wolf Creek, CO",44.3,-119.1,NA,14.516666412353516,43.33333206176758,640.7559814453125,24.600000381469727,-8.899999618530273,33.5,-1.9166667461395264,12.550000190734863,12.550000190734863,-3,464,61,17,33.43343734741211,169,65,65,153,1745,18,-240,9704,7429,4783,156,16020,5508,3999,193,141,2840,2853,"Cold, dry summer, warm summer",Dsb,1.5,774
DiLP,"Yakasugi, Japan (1350m)",30.3,130.6,1350,5.6666669845581055,25.29762077331543,613.67376708984375,26.899999618530273,4.5,22.399999618530273,20.799999237060547,10.350000381469727,23.46666717529297,8.350000381469727,3203,522,140,40.81450653076172,1226,475,919,477,650,14,4321,19006,10362,6246,NA,14406,6668,5119,0,365,3669,2889,"Temperate, no dry season, hot summer",Cfa,12.1,3547
DiLP,"Yakusugi, Japan (260m)",30.3,130.6,260,5.6666669845581055,25.29762077331543,613.67376708984375,26.899999618530273,4.5,22.399999618530273,20.799999237060547,10.350000381469727,23.46666717529297,8.350000381469727,3203,522,140,40.81450653076172,1226,475,919,477,650,14,4321,19006,10362,6246,NA,14406,6668,5119,0,365,3669,2889,"Temperate, no dry season, hot summer",Cfa,18.5,3416
DiLP,"Yakusugi, Japan (800m)",30.3,130.6,800,5.6666669845581055,25.29762077331543,613.67376708984375,26.899999618530273,4.5,22.399999618530273,20.799999237060547,10.350000381469727,23.46666717529297,8.350000381469727,3203,522,140,40.81450653076172,1226,475,919,477,650,14,4321,19006,10362,6246,NA,14406,6668,5119,0,365,3669,2889,"Temperate, no dry season, hot summer",Cfa,14.7,3353
DiLP,"Yakusugi, Japana (1080m)",30.3,130.6,1080,5.6666669845581055,25.29762077331543,613.67376708984375,26.899999618530273,4.5,22.399999618530273,20.799999237060547,10.350000381469727,23.46666717529297,8.350000381469727,3203,522,140,40.81450653076172,1226,475,919,477,650,14,4321,19006,10362,6246,NA,14406,6668,5119,0,365,3669,2889,"Temperate, no dry season, hot summer",Cfa,13.8,3426
DiLP,Yasuni-ridgetop,-0.6859,-76.4,NA,9.425000190734863,86.4678955078125,51.9815673828125,30.600000381469727,19.700000762939453,10.899999618530273,24.733333587646484,25.549999237060547,25.633333206176758,24.366666793823242,3334,358,202,18.4206600189209,1021,630,694,904,245,1,1490,25135,11183,9179,NA,15693,7074,5718,0,365,592,2980,"Tropical, rainforest",Af,25.1,3115
DiLP,Yasuni-valley bottom,0.3141,-76.4,NA,9.358333587646484,85.85626983642578,53.99737548828125,30.5,19.600000381469727,10.899999618530273,24.433334350585938,25.266666412353516,25.5,24.183334350585938,3829,415,216,22.94772720336914,1214,690,943,1140,303,1,2423,25037,11095,8846,NA,15713,7149,5873,0,365,667,2978,"Tropical, rainforest",Af,25.1,3115
Floridian Leaf Traits Database,Cedar Key,29.2,-82.99,NA,12.266666412353516,47.54521942138672,534.89166259765625,32.79999923706055,7,25.799999237060547,26.866666793823242,18.100000381469727,26.899999618530273,13.899999618530273,1476,240,59,50.19590759277344,637,207,631,284,19,14,14,18062,11564,9861,NA,17797,6158,3139,0,365,2131,2943,"Temperate, no dry season, hot summer",Cfa,20.75,1476
Floridian Leaf Traits Database,Micanopy,29.5,-82.9,NA,13.225000381469727,48.4432258605957,553.89990234375,33.099998474121094,5.800000190734863,27.299999237060547,26.850000381469727,17.649999618530273,26.850000381469727,13.366666793823242,1491,239,52,49.26762771606445,636,208,636,303,10,14,-41,17551,11568,9960,NA,17355,5987,3231,0,365,2585,2937,"Temperate, no dry season, hot summer",Cfa,20.487499237060547,1491
Floridian Leaf Traits Database,Morningside,29.65,-82.27,NA,12.983333587646484,48.086421966552734,538.07672119140625,32.79999923706055,5.800000190734863,27,26.633333206176758,17.566667556762695,26.633333206176758,13.5,1306,198,58,44.459632873535156,541,189,541,261,30,14,-46,17080,11146,9680,NA,16808,6037,3334,0,365,2461,2935,"Temperate, no dry season, hot summer",Cfa,20.45833396911621,1306
Floridian Leaf Traits Database,Paynes Prairie,29.6,-82.2,NA,12.741666793823242,47.721595764160156,534.69671630859375,32.70000076293945,6,26.700000762939453,26.483333587646484,17.53333282470703,26.483333587646484,13.449999809265137,1305,193,58,43.69108963012695,537,190,537,256,40,14,-34,16716,10669,9798,NA,16769,6000,3330,0,365,2010,2935,"Temperate, no dry season, hot summer",Cfa,20.362499237060547,1305
Floridian Leaf Traits Database,San Felasco,29.71,-82.45,NA,13.033333778381348,48.09347915649414,541.96331787109375,32.70000076293945,5.599999904632568,27.100000381469727,26.483333587646484,17.316665649414063,26.483333587646484,13.266666412353516,1352,211,57,45.36527633666992,568,189,568,272,48,14,-29,17230,11126,9731,NA,16924,5983,3327,0,365,2448,2933,"Temperate, no dry season, hot summer",Cfa,20.233333587646484,1352
GLOPNET,Ackerly_Jasper,37.4,-122.25,150,11.133333206176758,55.94639587402344,343.55316162109375,24,4.099999904632568,19.899999618530273,10.300000190734863,17.5,17.883333206176758,9.433333396911621,592,120,2,90.4130630493164,311,9,12,310,132,9,-234,12545,9130,5780,NA,18119,6434,3037,0,286,1341,2862,"Temperate, dry summer, warm summer",Csb,14.6,653
GLOPNET,Baruch&Goldstein_Hawaii_High_Old,20,-155.5,2000,8.699999809265137,68.50394439697266,118.68280029296875,22.799999237060547,10.100000381469727,12.69999885559082,15.533332824707031,18.116666793823242,18.200000762939453,15.333333015441895,1959,324,85,41.62120819091797,718,278,324,570,1128,15,733,20682,12300,6952,NA,19873,6590,3393,0,365,3497,2909,"Temperate, no dry season, warm summer",Cfb,12,3000.0000000000005
GLOPNET,Baruch&Goldstein_Hawaii_High_Rec,20,-155.5,2000,8.699999809265137,68.50394439697266,118.68280029296875,22.799999237060547,10.100000381469727,12.69999885559082,15.533332824707031,18.116666793823242,18.200000762939453,15.333333015441895,1959,324,85,41.62120819091797,718,278,324,570,1128,15,733,20682,12300,6952,NA,19873,6590,3393,0,365,3497,2909,"Temperate, no dry season, warm summer",Cfb,12,3000.0000000000005
GLOPNET,Baruch&Goldstein_Hawaii_Low_Old,19.43,-155.26,300,9.216667175292969,70.35623931884766,128.6173553466797,22.799999237060547,9.699999809265137,13.09999942779541,15.616666793823242,17.983333587646484,17.983333587646484,14.916666984558105,1630,255,16,62.090702056884766,645,83,83,610,1168,15,1744,19740,11775,6325,NA,20496,6642,3955,0,365,3166,2897,"Temperate, no dry season, warm summer",Cfb,22.375,2182.08
GLOPNET,Baruch&Goldstein_Hawaii_Med_Old,20,-155.5,1100,8.699999809265137,68.50394439697266,118.68280029296875,22.799999237060547,10.100000381469727,12.69999885559082,15.533332824707031,18.116666793823242,18.200000762939453,15.333333015441895,1959,324,85,41.62120819091797,718,278,324,570,1128,15,733,20682,12300,6952,NA,19873,6590,3393,0,365,3497,2909,"Temperate, no dry season, warm summer",Cfb,18.6417,3299.999999999999
GLOPNET,Baruch&Goldstein_Hawaii_Med_Rec,20,-155.5,1100,8.699999809265137,68.50394439697266,118.68280029296875,22.799999237060547,10.100000381469727,12.69999885559082,15.533332824707031,18.116666793823242,18.200000762939453,15.333333015441895,1959,324,85,41.62120819091797,718,278,324,570,1128,15,733,20682,12300,6952,NA,19873,6590,3393,0,365,3497,2909,"Temperate, no dry season, warm summer",Cfb,18.6417,3299.999999999999
GLOPNET,Bassow&Bazzaz_PETERSHAM__MA,42.53,-72.18,340,12.216666221618652,31.56761360168457,966.4273681640625,26.399999618530273,-12.300000190734863,38.70000076293945,18.566667556762695,-4.483333110809326,18.566667556762695,-5.183333396911621,1114,103,80,7.5744948387146,294,255,294,260,363,26,284,12610,7295,5356,108,13962,5837,4051,144,217,3021,2876,"Cold, no dry season, warm summer",Dfb,7.3,1101.1000000000001
GLOPNET,Bongers_et_al_Los_Tuxtlas,18,-93.5,340,10.566666603088379,60.03788375854492,233.55291748046875,35.599998474121094,18,17.599998474121094,27.266666412353516,27.69999885559082,28.616666793823242,23,2101,361,46,58.815433502197266,930,167,489,386,20,2,81,21224,14535,12505,NA,18192,6340,3726,0,365,2781,2993,"Tropical, monsoon",Am,24.6,4725.2
GLOPNET,Cavendar_Bares_Florida,29.63,-82.36,29,13.133333206176758,48.28431701660156,540.19708251953125,33.099998474121094,5.900000095367432,27.19999885559082,26.78333282470703,17.700000762939453,26.78333282470703,13.616666793823242,1328,200,59,44.150306701660156,551,192,551,270,27,14,-95,16635,11210,9859,NA,16892,5984,3321,0,365,2478,2935,"Temperate, no dry season, hot summer",Cfa,20.5333,1357.628
GLOPNET,Chapin_etc_Toolik_Lake,67.5,-152.5,760,10.141666412353516,22.289377212524414,1381.8336181640625,16.899999618530273,-28.600000381469727,45.5,9.716666221618652,-10.566666603088379,9.716666221618652,-23.25,348,66,15,54.10427474975586,155,50,155,53,802,27,318,2085,3619,1663,47,10272,6093,4861,296,65,2409,2800,"Cold, no dry season, cold summer",Dfc,-8.8,318.6
GLOPNET,Christodoulakis_Malakasa,37.97,23.7,400,8.324999809265137,31.534090042114258,683.96722412109375,33,6.599999904632568,26.399999618530273,11.933333396911621,26.983333587646484,26.983333587646484,10.483333587646484,401,65,7,64.45409393310547,173,23,23,160,32,8,-548,6871,8776,10414,NA,17096,5597,2160,0,226,1513,2873,"Temperate, dry summer, hot summer",Csa,16.675,634.567
GLOPNET,Cornelissen_UK_Sheffield,53.4,-1.5,100,7.333333492279053,37.03703689575195,459.55181884765625,20.600000381469727,0.800000011920929,19.80000114440918,4.866666793823242,13.5,15.133333206176758,3.9666666984558105,888,99,53,19.4552059173584,282,179,192,265,112,15,188,13127,5343,4437,NA,9661,6488,4660,0,365,2836,2827,"Temperate, no dry season, warm summer",Cfb,8.68333,773.26
GLOPNET,DeLucia91Ecol_RENO__NEVADA,39.3,-119.63,1932,14.908333778381348,41.18324279785156,778.66571044921875,30.5,-5.699999809265137,36.20000076293945,0.7666667103767395,19.733333587646484,19.733333587646484,0.7666667103767395,302,45,9,49.71714782714844,126,35,35,126,1825,18,-727,5933,10050,7614,143,19462,4936,2821,92,152,3431,2828,"Cold, dry summer, warm summer",Dsb,7.25833,536.0440000000001
GLOPNET,DeLucia95_Okefenokee_Swamp,30.73,-82.13,36,13.358332633972168,45.59157943725586,601.60565185546875,33.79999923706055,4.5,29.299999237060547,26.850000381469727,16.383333206176758,26.850000381469727,12.083333015441895,1327,185,62,36.979469299316406,513,206,513,272,51,14,-37,17033,11019,9492,NA,16447,5950,3385,0,365,2680,2927,"Temperate, no dry season, hot summer",Cfa,19.4667,1303.128
GLOPNET,Diemer_Korner_Austria_high,47,10,2960,9.633333206176758,35.54735565185547,649.17547607421875,20.700000762939453,-6.400000095367432,27.100000381469727,14.333333015441895,-0.4166666567325592,14.333333015441895,-1.5,1114,145,67,31.68231201171875,415,203,415,208,1145,26,285,11496,6427,4269,161,12931,6193,3857,146,211,1779,2853,"Cold, no dry season, warm summer",Dfb,-2.03333,2165.042
GLOPNET,Diemer_Korner_Austria_low,47.8,11,600,8.175000190734863,32.312252044677734,655.01373291015625,21,-4.300000190734863,25.299999237060547,15.466667175292969,-0.5166667103767395,15.466667175292969,-0.5166667103767395,1194,162,56,38.680519104003906,472,184,472,184,784,26,375,11411,6455,4269,154,11926,6150,4341,134,223,3800,2846,"Cold, no dry season, warm summer",Dfb,7.625,1024.414
GLOPNET,Diemer-Ecuador_high,-0.6,-78.59,4500,10.949999809265137,90.49586486816406,26.96799087524414,14.800000190734863,2.700000047683716,12.100000381469727,9.083333015441895,8.516666412353516,9.116666793823242,8.516666412353516,1158,139,38,34.0068244934082,395,152,390,152,3456,29,428,13753,11334,4283,NA,17681,6428,5418,0,365,3882,2828,"Polar, tundra",ET,6.7,1039.966
GLOPNET,Diemer-Ecuador_highest,-0.6,-78.59,4850,10.949999809265137,90.49586486816406,26.96799087524414,14.800000190734863,2.700000047683716,12.100000381469727,9.083333015441895,8.516666412353516,9.116666793823242,8.516666412353516,1158,139,38,34.0068244934082,395,152,390,152,3456,29,428,13753,11334,4283,NA,17681,6428,5418,0,365,3882,2828,"Polar, tundra",ET,5.2,1039.966
GLOPNET,Diemer-Ecuador_low,-0.6,-78.59,4050,10.949999809265137,90.49586486816406,26.96799087524414,14.800000190734863,2.700000047683716,12.100000381469727,9.083333015441895,8.516666412353516,9.116666793823242,8.516666412353516,1158,139,38,34.0068244934082,395,152,390,152,3456,29,428,13753,11334,4283,NA,17681,6428,5418,0,365,3882,2828,"Polar, tundra",ET,8.1,1039.966
GLOPNET,Diemer-Ecuador_lowest,-0.6,-78.59,3400,10.949999809265137,90.49586486816406,26.96799087524414,14.800000190734863,2.700000047683716,12.100000381469727,9.083333015441895,8.516666412353516,9.116666793823242,8.516666412353516,1158,139,38,34.0068244934082,395,152,390,152,3456,29,428,13753,11334,4283,NA,17681,6428,5418,0,365,3882,2828,"Polar, tundra",ET,8.7,1039.966
GLOPNET,Field_et_al_83_Jasper_Ridge,37.4,-122.25,150,11.133333206176758,55.94639587402344,343.55316162109375,24,4.099999904632568,19.899999618530273,10.300000190734863,17.5,17.883333206176758,9.433333396911621,592,120,2,90.4130630493164,311,9,12,310,132,9,-234,12545,9130,5780,NA,18119,6434,3037,0,286,1341,2862,"Temperate, dry summer, warm summer",Csb,14.6,653
GLOPNET,Garnier_etal_F/CR,43.63,3.87,63,9.074999809265137,35.31128692626953,603.5706787109375,28.799999237060547,3.0999999046325684,25.69999885559082,11.300000190734863,22.5,22.5,7.75,654,97,20,35.09416198730469,221,95,95,188,54,8,-236,11745,8642,7815,NA,15459,5691,2900,0,346,2515,2876,"Temperate, dry summer, hot summer",Csa,12.8917,772.452
GLOPNET,Garnier_etal_Les_Agros,43.42,6.58,425,8.583333015441895,35.6154899597168,567.143310546875,27.700000762939453,3.5999999046325684,24.100000381469727,11.416666984558105,21.516666412353516,21.53333282470703,7.866666793823242,809,110,14,38.95865249633789,294,100,124,248,183,8,-30,13442,7813,7844,NA,15056,5788,2724,0,365,2053,2885,"Temperate, dry summer, hot summer",Csa,14.3083,1009.9999999999995
GLOPNET,Garnier_etal_SM/C,43.72,3.37,285,8.283332824707031,34.37067794799805,581.59393310546875,26.799999237060547,2.700000047683716,24.099998474121094,10.133333206176758,20.799999237060547,20.799999237060547,6.75,652,90,23,29.97775650024414,213,105,105,185,264,8,-144,13766,9193,6858,NA,15352,5894,3218,0,354,3705,2863,"Temperate, dry summer, hot summer",Csa,11.6583,1147.9999999999995
GLOPNET,Gulias_Binifald,39.6,2.5,495,9.774999618530273,39.735774993896484,548.00927734375,28.799999237060547,4.199999809265137,24.599998474121094,13,22.08333396911621,22.299999237060547,9.216667175292969,536,82,8,46.64269256591797,210,49,87,158,305,7,-433,10163,9582,7698,NA,17775,6033,2408,0,365,2549,2896,"Arid, steppe, cold",BSk,13.6,1264.8999999999999
GLOPNET,Gulias_Puigpunyent,39.7,3.3,265,9.266666412353516,38.77266311645508,535.9521484375,29.100000381469727,5.199999809265137,23.900001525878906,13.866666793823242,22.53333282470703,22.850000381469727,10.050000190734863,709,102,10,48.05693054199219,277,58,104,219,179,8,-481,10075,10001,8047,NA,17261,6052,2554,0,354,3035,2900,"Temperate, dry summer, hot summer",Csa,16.3,751
GLOPNET,Gulias_S ller,40,4,40,7.666666507720947,34.690799713134766,539.27069091796875,28.399999618530273,6.300000190734863,22.099998474121094,14.100000381469727,22.75,23.116666793823242,10.233333587646484,631,90,5,48.85070037841797,248,49,89,181,202,8,-438,9756,9370,7619,NA,16765,6184,2474,0,365,2826,2902,"Temperate, dry summer, hot summer",Csa,16.8,857.1
GLOPNET,Gulias_UIB,39,1.3,130,9.041666984558105,38.63960266113281,528.99615478515625,30.299999237060547,6.900000095367432,23.399999618530273,15.300000190734863,24.03333282470703,24.41666603088379,11.633333206176758,421,66,6,49.01557159423828,170,38,72,127,71,7,-769,7360,11259,9203,NA,17872,5839,2237,0,290,3415,2898,"Arid, steppe, cold",BSk,16.8,513.7
GLOPNET,Hikosaka-Japan_Chiba_Japan,35,139,300,7.858333587646484,28.16607093811035,720.161376953125,28.799999237060547,0.8999999761581421,27.899999618530273,23.21666717529297,6.166666507720947,23.816665649414063,6.166666507720947,1860,241,60,40.85501480102539,657,208,648,208,264,14,754,18588,8709,6612,NA,14438,6283,4245,0,365,2737,2884,"Temperate, no dry season, hot summer",Cfa,13.9,2288.0999999999995
GLOPNET,Hikosaka-Malaysia_Mt_Kinabalu_high,6,116.17,3100,7.124999523162842,82.848846435546875,53.98338317871094,31.299999237060547,22.700000762939453,8.599998474121094,26.66666603088379,26.683334350585938,27.350000381469727,25.96666717529297,2637,304,95,32.86344909667969,846,342,698,514,73,1,852,24761,13611,11381,NA,19099,6759,5636,0,365,1102,2999,"Tropical, rainforest",Af,10.8,2818.2999999999997
GLOPNET,Hikosaka-Malaysia_Mt_Kinabalu_highest,6,116.17,3700,7.124999523162842,82.848846435546875,53.98338317871094,31.299999237060547,22.700000762939453,8.599998474121094,26.66666603088379,26.683334350585938,27.350000381469727,25.96666717529297,2637,304,95,32.86344909667969,846,342,698,514,73,1,852,24761,13611,11381,NA,19099,6759,5636,0,365,1102,2999,"Tropical, rainforest",Af,7.5,2818.2999999999997
GLOPNET,Hikosaka-Malaysia_Mt_Kinabalu_low,6,116.17,600,7.124999523162842,82.848846435546875,53.98338317871094,31.299999237060547,22.700000762939453,8.599998474121094,26.66666603088379,26.683334350585938,27.350000381469727,25.96666717529297,2637,304,95,32.86344909667969,846,342,698,514,73,1,852,24761,13611,11381,NA,19099,6759,5636,0,365,1102,2999,"Tropical, rainforest",Af,23.4,2818.2999999999997
GLOPNET,Hikosaka-Malaysia_Mt_Kinabalu_med,6,116.17,1700,7.124999523162842,82.848846435546875,53.98338317871094,31.299999237060547,22.700000762939453,8.599998474121094,26.66666603088379,26.683334350585938,27.350000381469727,25.96666717529297,2637,304,95,32.86344909667969,846,342,698,514,73,1,852,24761,13611,11381,NA,19099,6759,5636,0,365,1102,2999,"Tropical, rainforest",Af,18.5,2818.2999999999997
GLOPNET,Hogan_etal_PNM_crane,8.97,-79.53,30,6.866666793823242,78.0302963256836,63.91875457763672,31.600000381469727,22.799999237060547,8.80000114440918,26.450000762939453,27.383333206176758,28,26.450000762939453,2101,441,5,82.6317138671875,1149,77,150,1149,9,3,267,22734,15004,11336,NA,17633,6691,5245,0,365,3238,2995,"Tropical, savannah",Aw,26.2667,1656.6920000000002
GLOPNET,Jayasekara_Sri_Lanka,6.97,80.7,1880,8.199999809265137,64.566925048828125,65.238494873046875,22.600000381469727,9.899999618530273,12.700000762939453,16.016666412353516,15.633333206176758,17.083332061767578,15.433333396911621,2055,238,84,28.139060974121094,682,313,534,437,1965,15,979,18588,11875,6039,NA,17978,6485,5761,0,365,1850,2883,"Temperate, no dry season, warm summer",Cfb,15.2,2233.999999999998
GLOPNET,Jose_Gillespie_Indiana,39.17,-86.5,250,11.600000381469727,31.182796478271484,952.3961181640625,29.899999618530273,-7.300000190734863,37.20000076293945,20.850000381469727,-0.6833333373069763,22.950000762939453,-0.6833333373069763,1126,125,66,18.662906646728516,336,218,311,218,256,25,100,16069,8860,6951,94,14866,5789,4015,69,280,3057,2890,"Cold, no dry season, hot summer",Dfa,11.3,1048.906
GLOPNET,Jurik86_Pellston_MI,45.56,-84.78,217,11,28.205129623413086,1028.3114013671875,26.299999237060547,-12.699999809265137,39,13.733333587646484,-5.883333206176758,18.516666412353516,-6.733333110809326,824,104,33,25.089462280273438,265,141,220,151,213,26,-185,11160,8075,4794,57,14309,6039,4235,152,208,4090,2870,"Cold, no dry season, warm summer",Dfb,5.16667,810.822
GLOPNET,Kitajima_Panama,8.97,-79.53,30,6.866666793823242,78.0302963256836,63.91875457763672,31.600000381469727,22.799999237060547,8.80000114440918,26.450000762939453,27.383333206176758,28,26.450000762939453,2101,441,5,82.6317138671875,1149,77,150,1149,9,3,267,22734,15004,11336,NA,17633,6691,5245,0,365,3238,2995,"Tropical, savannah",Aw,26.2667,1656.6920000000002
GLOPNET,Koike_SAPPORO__JAPAN,43,141.6,100,8.708333015441895,23.663949966430664,1009.3617553710938,24.600000381469727,-12.199999809265137,36.79999923706055,15.983333587646484,-0.73333340883255,19,-5.7833333015441895,1169,160,60,31.2232666015625,415,196,412,251,6,25,367,12524,7714,4793,66,13475,6103,4305,149,212,4134,2877,"Cold, no dry season, hot summer",Dfa,6.76667,1216.483
GLOPNET,Korner_et_al_86_Haast_Valley_NZ,-43.75,169.37,50,7.866666316986084,45.21072769165039,339.3431701660156,19.299999237060547,1.899999976158142,17.399999618530273,8.333333015441895,6.733333587646484,14.533332824707031,6.199999809265137,3557,432,181,28.649097442626953,1061,621,883,715,301,15,3300,13047,6621,4014,NA,12255,6507,4610,0,365,3508,2820,"Temperate, no dry season, warm summer",Cfb,9.525,5302.437
GLOPNET,Kudo_Cornelissen_Abisko,68,19.5,400,9.149999618530273,26.36887550354004,926.70928955078125,16.200000762939453,-18.5,34.70000076293945,9.683333396911621,-9.166666984558105,9.683333396911621,-12.966666221618652,526,89,27,41.27992248535156,209,84,209,90,752,27,262,5214,3951,2264,55,7818,6501,5170,259,101,3671,2810,"Cold, no dry season, cold summer",Dfc,-2.325,445.784
GLOPNET,Kudo_Cornelissen_Latnjajaure,69,18,900,5.849999904632568,23.58871078491211,678.95587158203125,13.399999618530273,-11.399999618530273,24.799999237060547,4.116666793823242,1.5499999523162842,8.5,-7.849999904632568,986,117,53,23.75020408630371,304,166,232,279,700,29,1145,5637,4842,2143,62,7828,6523,5726,328,31,7911,2766,"Polar, tundra",ET,-3.06667,977.5210000000001
GLOPNET,Kudo_Cornelissen_Svalbard,78.5005,11.42445,100,5.583333492279053,23.75886344909668,673.2362060546875,6.300000190734863,-17.200000762939453,23.5,-4.233333110809326,0.7666666507720947,3.2833333015441895,-12.883333206176758,480,55,20,28.42464828491211,150,71,93,139,50,29,305,4355,3018,1622,23,5916,6638,6043,365,NA,4330,NA,"Polar, tundra",ET,-6.825,504.61400000000003
GLOPNET,Kudo96_high,43.72,142.87,1800,7.916666507720947,21.39639663696289,1053.339599609375,18.100000381469727,-18.899999618530273,37,8.716667175292969,-13.083333015441895,12.350000381469727,-13.083333015441895,1332,179,59,33.34251022338867,484,216,480,216,1375,27,1338,5971,4649,2544,62,10962,6791,5708,264,98,3042,2836,"Cold, no dry season, cold summer",Dfc,-2.36666666666667,1113.414
GLOPNET,Kudo96_low,42.97,141.38,700,8.283332824707031,23.940269470214844,966.10040283203125,24.600000381469727,-10,34.599998474121094,15.833333015441895,4.916666507720947,18.983333587646484,-4.516666889190674,1246,161,72,28.026378631591797,427,223,416,289,181,26,588,11750,7012,4478,62,13726,6209,4315,164,197,2715,2875,"Cold, no dry season, warm summer",Dfb,4.325,1362.267
GLOPNET,Kuppers_Bayreuth,49.7,12,435,8.858333587646484,33.177276611328125,689.0687255859375,22.399999618530273,-4.300000190734863,26.700000762939453,16.049999237060547,3.0833332538604736,16.049999237060547,-0.8333333134651184,709,83,41,20.414451599121094,225,137,225,165,423,26,95,12084,5487,4755,113,11130,6247,4375,111,244,1940,2854,"Cold, no dry season, warm summer",Dfb,7.15,652.222
GLOPNET,Lal_etal_Inceptisol,25.3,83.02,76,11.683333396911621,38.18082809448242,591.98626708984375,40.900001525878906,10.300000190734863,30.60000228881836,29.866666793823242,26.08333396911621,32.88333511352539,18.33333396911621,1042,323,4,138.86705017089844,836,23,117,35,74,11,-620,14647,14698,15894,NA,18726,5469,2426,0,239,2706,2977,"Temperate, dry winter, hot summer",Cwa,25.9417,1010.9150000000001
GLOPNET,Lal_etal_Ultisol,26.5,83,355,12.316667556762695,40.250545501708984,589.63006591796875,39.20000076293945,8.600000381469727,30.600000381469727,28.883333206176758,17.700000762939453,31.049999237060547,16.799999237060547,1080,333,4,133.91928100585938,830,29,141,36,81,11,-458,15783,13976,14943,NA,18449,5572,2379,0,257,2836,2975,"Temperate, dry winter, hot summer",Cwa,25.6,1081.192
GLOPNET,Lamont_S_Africa_1_Citrusdal,-33.5,20,400,14.141666412353516,53.36478042602539,469.4312744140625,29.100000381469727,2.5999999046325684,26.5,9.316666603088379,17.53333282470703,20.733333587646484,9.316666603088379,287,40,13,40.693870544433594,111,42,47,111,953,5,-878,5067,11086,7809,NA,20067,5530,2465,0,112,2744,2851,"Arid, desert, cold",BWk,15.4583,395.707
