Site,Family,Genus,Species,ID,PW,LA,LMA,DepEnv,Common/Rare,Spec #,Notes 1,Notes 2,Notes 3,Notes 4,Margin,Lobation,Size Type,Primary Venation,Normalized Area,LOGAREA
Bridge Creek (Cove Creek),Betulaceae,Paracarpinus,chaneyi,Paracarpinus chaneyi,0.129,25.7,71.1,Lake,,Pentecost Ranch PA2 Paracarpinus chaneyi 6,UCMP,,,,,,,,25.7,1.409862025
Bridge Creek (Cove Creek),Betulaceae,Paracarpinus,chaneyi,Paracarpinus chaneyi,0.119,19.58,74.4,Lake,,Lower Knox Ranch JDNM77 Paracarpinus chaneyi 11806,JODA,,,,,,,,19.58,1.291908829
Bridge Creek (Cove Creek),Betulaceae,Paracarpinus,chaneyi,Paracarpinus chaneyi,0.074,7.43,74.8,Lake,,Pentecost Ranch PA2 Paracarpinus chaneyi 9,UCMP,,,,,,,,7.43,0.87070839
Bridge Creek (Cove Creek),Betulaceae,Paracarpinus,chaneyi,Paracarpinus chaneyi,0.089,10.67,75.1,Lake,,Cove Creek 125 Paracarpinus chaneyi ,UCMP,,,,,,,,10.67,1.028154895
Bridge Creek (Cove Creek),Betulaceae,Paracarpinus,chaneyi,Paracarpinus chaneyi,0.106,12.8,79.7,Lake,,Pentecost Ranch PA2 Paracarpinus chaneyi 7,UCMP,,,,,,,,12.8,1.107194803
Bridge Creek (Cove Creek),Betulaceae,Paracarpinus,chaneyi,Paracarpinus chaneyi,0.113,14,81,Lake,,Cove Creek P5405 Paracarpinus chaneyi ,UCMP,,,,,,,,14,1.146121614
Bridge Creek (Cove Creek),Betulaceae,Paracarpinus,chaneyi,Paracarpinus chaneyi,0.158,23.78,85.6,Lake,,Pentecost Ranch PA2 Paracarpinus chaneyi 3,UCMP,,,,,,,,23.78,1.376274908
Bridge Creek (Cove Creek),Malvaceae,Plafkeria,obliquifolia,Plafkeria obliquifolia,0.152,48.26,63.5,Lake,,Plafkeria obliquifolia UCMP 12714 Cove Creek PA-12,UCMP,,,,,,,,48.26,1.683565512
Bridge Creek (Cove Creek),Malvaceae,Plafkeria,obliquifolia,Plafkeria obliquifolia,0.217,48.95,82.7,Lake,,PA2 Plafkeria obliquifolia 12715,UCMP,,,,,,,,48.95,1.689782763
Bridge Creek (Cove Creek),Juglandaceae,Pterocarya,sp,Pterocarya sp,0.079,13.25,62.8,Lake,,Painted Hills 125 Pterocarya sp 89,UCMP,,,,,,,,13.25,1.122180871
Bridge Creek (Cove Creek),Fagaceae,Quercus,consimilis,Quercus consimilis,0.078,5.62,86.4,Lake,,Pentecost Ranch PA2 Quercus consimilis 1,UCMP,,,,,,,,5.62,0.749905905
Bridge Creek (Cove Creek),Tiliaceae,Tilia,lamottei,Tilia lamottei,0.184,47.37,73.7,Lake,,PA2 Tilia lamottei 12711,UCMP,,,,,,,,47.37,1.675504861
Bridge Creek (Cove Creek),Tiliaceae,Tilia,lamottei,Tilia lamottei,0.189,43.48,77.8,Lake,,Tilia lamottei UCMP 12711a Cove Creek Pentecost PA-2,UCMP,,,,,,,,43.48,1.638287558
Bridge Creek (Crooked River),Fabaceae,(Fabaceae),sp,(Fabaceae) sp,0.07,15.21,54.6,Lake,,Leguminosae gen et sp indet UF 10345A Crooked River 258A,Meyer and Manchester (1997),,,,,,,,15.21,1.182136838
Bridge Creek (Crooked River),Sapindaceae,Acer,glabroides,Acer glabroides,0.072,13.91,57.8,Lake,,Acer glabroides UCMP 108 Crooked River 3748,UCMP,,,,,,,,13.91,1.143436767
Bridge Creek (Crooked River),Sapindaceae,Acer,glabroides,Acer glabroides,0.064,6.7,69.8,Lake,,Acer glabroides UF 10319 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,6.7,0.825893593
Bridge Creek (Crooked River),Sapindaceae,Acer,glabroides,Acer glabroides,0.144,16.79,90.9,Lake,,Acer glabroides USNM 396032 Crooked River 8778A,Meyer and Manchester (1997),,,,,,,,16.79,1.225165346
Bridge Creek (Crooked River),Sapindaceae,Acer,manchesteri,Acer manchesteri,0.097,11.45,78.1,Lake,,Acer manchesteri UCMP 9209 Crooked River 3927,UCMP,,,,,,,,11.45,1.058620161
Bridge Creek (Crooked River),Sapindaceae,Acer,osmonti,Acer osmonti,0.096,26.72,56,Lake,,Painted Hills 3927 Acer osmonti 106,UCMP,,,,,,,,26.72,1.426902552
Bridge Creek (Crooked River),Sapindaceae,Acer,osmonti,Acer osmonti,0.11,14.18,79.2,Lake,,Painted Hills 3927 Acer osmonti 108,UCMP,,,,,,,,14.18,1.151560261
Bridge Creek (Crooked River),Sapindaceae,Acer,sp 1,Acer sp 1,0.093,15.42,67,Lake,,Acer sp 1 UF 10312 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,15.42,1.188195834
Bridge Creek (Crooked River),Sapindaceae,Acer,sp 1,Acer sp 1,0.135,24.55,75,Lake,,Acer sp 1 UF 10310a Crooked River 258A,Meyer and Manchester (1997),,,,,,,,24.55,1.390061084
Bridge Creek (Crooked River),Sapindaceae,Acer,sp 1,Acer sp 1,0.16,17.98,96,Lake,,Acer sp 1 UF 10311 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,17.98,1.254734201
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.072,15.83,54.9,Lake,,Alnus heterodonta UF 10244 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,15.83,1.19953142
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.112,35.55,56.5,Lake,,Grays Ranch 3748 Alnus heterodonta  7,UCMP,,,,,,,,35.55,1.550860311
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.094,22.83,58.3,Lake,,Alnus heterodonta UF 10226 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,22.83,1.35851023
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.118,34.04,59.8,Lake,,Grays Ranch 3749 Alnus heterodonta  1,UCMP,,,,,,,,34.04,1.532025299
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.098,20.1,63.4,Lake,,Grays Ranch 3927 Alnus heterodonta 1,UCMP,,,,,,,,20.1,1.30309404
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.07,9.86,64.4,Lake,,Alnus heterodonta UF 10227 Crooked RIver 258A,Meyer and Manchester (1997),,,,,,,,9.86,0.993971516
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.1,19.85,64.8,Lake,,Grays Ranch 3930 Alnus heterodonta 1,UCMP,,,,,,,,19.85,1.297821527
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.123,29.67,65,Lake,,Alnus heterodonta UF 10235B Crooked River 258A,Meyer and Manchester (1997),,,,,,,,29.67,1.472283864
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.099,18.93,65.2,Lake,,Alnus heterodonta UCMP 12676 Crooked River 3748,UCMP,,,,,,,,18.93,1.277157474
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.14,37.79,65.4,Lake,,UCMP3748 Alnus heterodonta 12676 E,UCMP,,,,,,,,37.79,1.57741986
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.109,20.21,68.3,Lake,,UCMP3748 Alnus heterodonta 12676 F,UCMP,,,,,,,,20.21,1.305572287
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.142,32.96,69.4,Lake,,Grays Ranch 3749 Alnus heterodonta  2,UCMP,,,,,,,,32.96,1.517930159
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.106,18.54,69.5,Lake,,Grays Ranch 3748 Alnus heterodonta  6,UCMP,,,,,,,,18.54,1.268021714
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.057,4.99,70.9,Lake,,Grays Ranch 3751 Alnus heterodonta 2,UCMP,,,,,,,,4.99,0.698442798
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.116,20.05,72.1,Lake,,Grays Ranch 3748 Alnus heterodonta  11,UCMP,,,,,,,,20.05,1.302078701
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.137,26.6,73.5,Lake,,Alnus heterodonta UF 10221 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,26.6,1.424939936
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.094,12.19,74.1,Lake,,Grays Ranch 3748 Alnus heterodonta  10,UCMP,,,,,,,,12.19,1.085893497
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.107,14.02,77.6,Lake,,Grays Ranch 3748 Alnus heterodonta  15,UCMP,,,,,,,,14.02,1.146682183
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.132,19.56,80.2,Lake,,Alnus heterodonta UF 10218 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,19.56,1.291415785
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.099,10.25,82.7,Lake,,Grays Ranch 3748 Alnus heterodonta  13,UCMP,,,,,,,,10.25,1.010660136
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.087,7.23,85.3,Lake,,Alnus heterodonta UF 10254 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,7.23,0.859099371
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.144,18.77,87,Lake,,UCMP3748 Alnus heterodonta 12676 D,UCMP,,,,,,,,18.77,1.273357271
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.137,15.21,90.9,Lake,,Grays Ranch 3751 Alnus heterodonta,UCMP,,,,,,,,15.21,1.182225399
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.122,11.14,94.1,Lake,,Grays Ranch 3748 Alnus heterodonta 2,UCMP,,,,,,,,11.14,1.046813725
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.171,18.32,100.2,Lake,,Grays Ranch 3748 Alnus heterodonta  14,UCMP,,,,,,,,18.32,1.262981104
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.091,4.89,102.8,Lake,,UCMP3748 Alnus heterodonta 12676 C,UCMP,,,,,,,,4.89,0.688875414
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.098,5.61,103.4,Lake,,Alnus heterodonta UF 10229 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,5.61,0.749219259
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.162,14.15,106.3,Lake,,UCMP3748 Alnus heterodonta 12676,UCMP,,,,,,,,14.15,1.150899289
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.142,10.14,108.9,Lake,,Grays Ranch 3748 Alnus heterodonta  9,UCMP,,,,,,,,10.14,1.006108661
Bridge Creek (Crooked River),Betulaceae,Alnus,heterodonta,Alnus heterodonta,0.099,4.29,114.7,Lake,,UCMP3748 Alnus heterodonta 12676 B,UCMP,,,,,,,,4.29,0.632818548
Bridge Creek (Crooked River),Betulaceae,Alnus,spp,Alnus spp,0.085,9.96,74.5,Lake,,Alnus spp UF 10232B Crooked River 258A,Meyer and Manchester (1997),,,,,,,,9.96,0.998400766
Bridge Creek (Crooked River),Betulaceae,Alnus,spp,Alnus spp,0.099,7.08,94.8,Lake,,Alnus spp UF 10224 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,7.08,0.849949826
Bridge Creek (Crooked River),Rosaceae,Amelanchier,grayi,Amelanchier grayi,0.052,8.32,54.4,Lake,,Painted Hills 3748 Amelanchier grayi 76,UCMP,,,,,,,,8.32,0.920365983
Bridge Creek (Crooked River),Rosaceae,Amelanchier,grayi,Amelanchier grayi,0.05,5.86,60.8,Lake,,Painted Hills 3748 Amelanchier grayi 77,UCMP,,,,,,,,5.86,0.768042554
Bridge Creek (Crooked River),Rosaceae,Amelanchier,grayi,Amelanchier grayi,0.054,6.59,61.4,Lake,,Amelanchier grayi UF 10325 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,6.59,0.818939385
Bridge Creek (Crooked River),Rosaceae,Amelanchier,grayi,Amelanchier grayi,0.047,4.29,65.1,Lake,,Amelanchier grayi UF 10285A Crooked River 258A,Meyer and Manchester (1997),,,,,,,,4.29,0.632079626
Bridge Creek (Crooked River),Betulaceae,Betula,angustifolia,Betula angustifolia,0.114,29.81,61.2,Lake,,Grays Ranch 3748 Betula angustifolia,UCMP,,,,,,,,29.81,1.474417887
Bridge Creek (Crooked River),Betulaceae,Betula,angustifolia,Betula angustifolia,0.109,18.04,71.8,Lake,,Grays Ranch 3748 Betula angustifolia ,UCMP,,,,,,,,18.04,1.256285232
Bridge Creek (Crooked River),Betulaceae,Betula,angustifolia,Betula angustifolia,0.062,5.32,74,Lake,,Grays Ranch 3748 Betula angustifolia maybe 2,UCMP,,,,,,,,5.32,0.725889835
Bridge Creek (Crooked River),Meliaceae,Cedrela,merrillii,Cedrela merrillii,0.125,26.27,69,Lake,,Painted Hills 3748 Cedrela merrilli 94,UCMP,,,,,,,,26.27,1.419461313
Bridge Creek (Crooked River),Meliaceae,Cedrela,merrillii,Cedrela merrillii,0.125,22.97,72.6,Lake,,Cedrela merrillii UCMP 94 Crooked River 3748,UCMP,,,,,,,,22.97,1.361082808
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.062,3.8,84.5,Lake,,Cedrelospermum lineatum UF 10179 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,3.8,0.580131464
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.06,3.11,88.8,Lake,,Cedrelospermum lineatum UF 10174b Crooked River 258,Meyer and Manchester (1997),,,,,,,,3.11,0.492982925
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.08,5.43,89.2,Lake,,Painted Hlls 3748 Cedrelospermum lineatum 67,UCMP,,,,,,,,5.43,0.735107806
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.047,1.76,92,Lake,,Grays Ranch 3748 Cederlospermum lineatum 1 Brown,UCMP,,,,,,,,1.76,0.245272753
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.068,3.47,94,Lake,,Painted Hills 3748 Cedrelospermum lineatum 65,UCMP,,,,,,,,3.47,0.540294179
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.039,1.08,95.3,Lake,,Grays Ranch 3748 Cedrelospermum lineatum  4,UCMP,,,,,,,,1.08,0.033054448
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.116,9.52,95.6,Lake,,Painted Hills 3748 Cedrelospermum lineatum 66,UCMP,,,,,,,,9.52,0.978830103
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.09,5.52,97.3,Lake,,Cedrelospermum lineatum UF 10178 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,5.52,0.741713611
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.06,2.41,97.7,Lake,,Grays Ranch 3748 Cedrelospermum lineatum ,UCMP,,,,,,,,2.41,0.381620771
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.084,4.68,98.4,Lake,,Grays Ranch 3927 Cedrelospermum lineatum 2,UCMP,,,,,,,,4.68,0.669973777
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.088,4.67,101.9,Lake,,Grays Ranch 3927 Cedrelospermum lineatum,UCMP,,,,,,,,4.67,0.669072789
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.07,2.72,105,Lake,,Grays Ranch 3748 Cedrelospermum lineatum 3,UCMP,,,,,,,,2.72,0.434246097
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.072,2.54,110.8,Lake,,Grays Ranch 3748 Cedrelospermum lineatum 2,UCMP,,,,,,,,2.54,0.404476559
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.1,4.6,113.1,Lake,,Painted Hills 3748 Cedrelospermum lineatum 62,UCMP,,,,,,,,4.6,0.662806073
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.101,4.59,113.8,Lake,,Cedrelospermum lineatum UF 10169 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,4.59,0.66152429
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.079,2.57,118,Lake,,Grays Ranch 3748 Cedrelospermum lineatum Brown,UCMP,,,,,,,,2.57,0.409169988
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.102,3.96,121.4,Lake,,Painted Hills 3748 Cedrelospermum lineatum 60,UCMP,,,,,,,,3.96,0.597824797
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.103,3.93,122.7,Lake,,Painted Hills 3748 Cedrelospermum lineatum 61,UCMP,,,,,,,,3.93,0.594063334
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.07,1.7,125.5,Lake,,Cedrelospermum lineatum UF 10180 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,1.7,0.231206487
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.077,1.79,132.1,Lake,,Grays Ranch 3748 Cedrelospermum lineatum  5 and Quercus berryi,UCMP,,,,,,,,1.79,0.253356908
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.079,1.72,137,Lake,,Grays Ranch 3748 Cedrelospermum lineatum  2,UCMP,,,,,,,,1.72,0.236184443
Bridge Creek (Crooked River),Ulmaceae,Cedrelospermum,lineatum,Cedrelospermum lineatum,0.064,0.83,155.1,Lake,,Painted Hills 3748 Cedrelospermum lineatum 63,UCMP,,,,,,,,0.83,-0.080644676
Bridge Creek (Crooked River),Lauraceae,Cinnamomophyllum,knowltonii,Cinnamomophyllum knowltonii,0.122,4.22,135.6,Lake,,Grays Ranch 3748 Cinnamomophyllum knowltonii ,UCMP,,,,,,,,4.22,0.625296499
Bridge Creek (Crooked River),Rosaceae,Crataegus,merriami,Crataegus merriami,0.059,9.77,56.8,Lake,,Crataegus merriami UCMP 79 Crooked River 3748,UCMP,,,,,,,,9.77,0.989763322
Bridge Creek (Crooked River),Rosaceae,Crataegus,merriami,Crataegus merriami,0.081,10.51,69.9,Lake,,Painted Hills 3748 Crataegus merriami 79,UCMP,,,,,,,,10.51,1.021593625
Bridge Creek (Crooked River),Rosaceae,Crataegus,merriami,Crataegus merriami,0.057,2.73,89.4,Lake,,Painted Hills 3748 Crataegus merriami 80,UCMP,,,,,,,,2.73,0.435454791
Bridge Creek (Crooked River),unk,Dicot,sp 23,Dicot sp 23,0.101,7.8,92.9,Lake,,Unknown dicot species 23 UCMP 21 Crooked River 3728,UCMP,,,,,,,,7.8,0.89217828
Bridge Creek (Crooked River),unk,Dicot,Sp 23,Dicot Sp 23,0.119,8.48,101.9,Lake,,Painted Hills 3748 Unknown dicot sp 23 21,UCMP,,,,,,,,8.48,0.928175935
Bridge Creek (Crooked River),unk,Dicot ,sp 21,Dicot  sp 21,0.139,24,77.1,Lake,,Unknown dicot species 21 USNM 458411b Crooked River 8778A,Meyer and Manchester (1997),,,,,,,,24,1.38025172
Bridge Creek (Crooked River),Fagaceae,Fagus,pacifica,Fagus pacifica,0.054,7.63,58.4,Lake,,Fagus pacifica UF 10214A Crooked River 258A,Meyer and Manchester (1997),,,,,,,,7.63,0.882538255
Bridge Creek (Crooked River),Fagaceae,Fagus,pacifica,Fagus pacifica,0.108,13.2,79.9,Lake,,Painted Hills 3748 Fagus pacifica 40,UCMP,,,,,,,,13.2,1.120519279
Bridge Creek (Crooked River),Fagaceae,Fagus,pacifica,Fagus pacifica,0.087,8.58,80.3,Lake,,Painted Hills 3748 Fagus pacifica 42,UCMP,,,,,,,,8.58,0.933305433
Bridge Creek (Crooked River),Hamamelidaceae,Fothergilla,praeovata,Fothergilla praeovata,0.104,7.53,96.4,Lake,,Grays Ranch 3748 Fothergilla praeovata,UCMP,,,,,,,,7.53,0.876706205
Bridge Creek (Crooked River),Hamamelidaceae,Fothergilla,praeovata,Fothergilla praeovata,0.108,7.77,97.8,Lake,,Fothergilla praeovata UCMP 90 Crooked River 3748,UCMP,,,,,,,,7.77,0.890388208
Bridge Creek (Crooked River),Hamamelidaceae,Fothergilla,praeovata,Fothergilla praeovata,0.104,6.47,102.2,Lake,,Fothergilla praeovata UCMP 91 Crooked River 3748,UCMP,,,,,,,,6.47,0.811148008
Bridge Creek (Crooked River),Hamamelidaceae,Fothergilla,praeovata,Fothergilla praeovata,0.122,6.58,114.8,Lake,,Painted Hills 3748 Fothergilla praeovata 91,UCMP,,,,,,,,6.58,0.818363684
Bridge Creek (Crooked River),Hamamelidaceae,Fothergilla,praeovata,Fothergilla praeovata,0.138,8.13,116.1,Lake,,Painted Hills 3748 Fothergilla praeovata 90,UCMP,,,,,,,,8.13,0.909917221
Bridge Creek (Crooked River),Lauraceae,Listeaphyllum,presanguinea,Listeaphyllum presanguinea,0.076,9.53,69,Lake,,Litseaphyllum presanguinea UCMP 22 Crooked River 3748,UCMP,,,,,,,,9.53,0.979255514
Bridge Creek (Crooked River),Lauraceae,Litseaphyllum,presanguinea,Litseaphyllum presanguinea,0.078,9.67,70.3,Lake,,Painted Hills 3748 Litseaphyllum presanguinea 22,UCMP,,,,,,,,9.67,0.985516198
Bridge Creek (Crooked River),Lauraceae,Litseaphyllum,presanguinea,Litseaphyllum presanguinea,0.115,16.32,77.3,Lake,,Litseaphyllum presanguinea UF 10494 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,16.32,1.212687342
Bridge Creek (Crooked River),Lauraceae,Litseaphyllum,presanguinea,Litseaphyllum presanguinea,0.132,19.84,80.1,Lake,,Litseaphyllum presanguinea UF 10184 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,19.84,1.297545936
Bridge Creek (Crooked River),Betulaceae,Ostrya,oregoniana,Ostrya oregoniana,0.064,20.52,45.4,Lake,,Ostrya oregoniana UCMP 34 Crooked River 3748,UCMP,,,,,,,,20.52,1.312223302
Bridge Creek (Crooked River),Betulaceae,Ostrya,oregoniana,Ostrya oregoniana,0.046,10.11,46.4,Lake,,Grays Ranch 3748 Ostrya oregoniana UCMP 9308,UCMP,,,,,,,,10.11,1.004685169
Bridge Creek (Crooked River),Betulaceae,Ostrya,oregoniana,Ostrya oregoniana,0.035,2.4,65,Lake,,Ostrya oregoniana UF 10258 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,2.4,0.37963234
Bridge Creek (Crooked River),Betulaceae,Ostrya,oregoniana,Ostrya oregoniana,0.112,20.55,69.4,Lake,,Painted Hills 3748 Ostrya oregoniana 34,UCMP,,,,,,,,20.55,1.31284604
Bridge Creek (Crooked River),Betulaceae,Ostrya,oregoniana,Ostrya oregoniana,0.073,8.46,70.2,Lake,,Ostrya oregoniana UF 10262 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,8.46,0.927482105
Bridge Creek (Crooked River),Betulaceae,Ostrya,oregoniana,Ostrya oregoniana,0.081,5.4,90.3,Lake,,Grays Ranch 3748 Quercus berryi and Ostrya oregoniana ,UCMP,,,,,,,,5.4,0.732067917
Bridge Creek (Crooked River),Betulaceae,Ostrya,oregoniana,Ostrya oregoniana,0.083,5.43,92.2,Lake,,Painted Hills 3748 Ostrya oregoniana 37,UCMP,,,,,,,,5.43,0.735010687
Bridge Creek (Crooked River),Betulaceae,Ostrya,oregoniana,Ostrya oregoniana,0.088,5.52,95.8,Lake,,Ostrya oregoniana UF 10261 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,5.52,0.742010825
Bridge Creek (Crooked River),Rhamnaceae,Paliurus,blakei,Paliurus blakei,0.09,9.16,80,Lake,,Painted Hills 3929 Paliurus blakei 95,UCMP,,,,,,,,9.16,0.961946059
Bridge Creek (Crooked River),Rhamnaceae,Paliurus,blakei,Paliurus blakei,0.084,7.98,80,Lake,,Paliurus blakei UCMP 95 Crooked River 3929,UCMP,,,,,,,,7.98,0.902026891
Bridge Creek (Crooked River),Rhamnaceae,Paliurus,blakei,Paliurus blakei,0.086,2.4,128.8,Lake,,Paliurus blakei USNM 458409 Crooked River 8778A,Meyer and Manchester (1997),,,,,,,,2.4,0.380140844
Bridge Creek (Crooked River),Rhamnaceae,Paliurus,blakei,Paliurus blakei,0.111,1.76,177,Lake,,Paliurus blakei UCMP 98 Crooked RIver 3930,UCMP,,,,,,,,1.76,0.244467129
Bridge Creek (Crooked River),Betulaceae,Paracarpinus,chaneyi,Paracarpinus chaneyi,0.064,15.7,50,Lake,,Painted Hills 3748 Paracarpinus chaneyi 33,UCMP,,,,,,,,15.7,1.195876803
Bridge Creek (Crooked River),Betulaceae,Paracarpinus,chaneyi,Paracarpinus chaneyi,0.069,10.05,63,Lake,,Grays Ranch 3748 Paracarpinus chaneyi ,UCMP,,,,,,,,10.05,1.002319701
Bridge Creek (Crooked River),Malvaceae,Plafkeria,obliquifolia,Plafkeria obliquifolia,0.09,45.7,43.2,Lake,,Plafkeria obliquifolia UCMP 12715a Crooked River Pentecost PA-12 detail,UCMP,,,,,,,,45.7,1.659876903
Bridge Creek (Crooked River),Malvaceae,Plafkeria,obliquifolia,Plafkeria obliquifolia,0.051,10.68,48.6,Lake,,Plafkeria obliquifolia UF 10344 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,10.68,1.028469743
Bridge Creek (Crooked River),Malvaceae,Plafkeria,obliquifolia,Plafkeria obliquifolia,0.093,22.77,58,Lake,,Plafkeria obliquifolia UCMP 8 Crooked River 3748,UCMP,,,,,,,,22.77,1.357353093
Bridge Creek (Crooked River),Malvaceae,Plafkeria,obliquifolia,Plafkeria obliquifolia,0.172,73.98,59.2,Lake,,Plafkeria obliquifolia USNM 458397 Crooked River 8778A,Meyer and Manchester (1997),,,,,,,,73.98,1.869092835
Bridge Creek (Crooked River),Malvaceae,Plafkeria,obliquifolia,Plafkeria obliquifolia,0.14,12.59,99.6,Lake,,Plafkeria obliquifolia UF 10267 Crooked River 258A,Meyer and Manchester (1997),,,,,,,,12.59,1.099972397
Bridge Creek (Crooked River),Platanaceae,Platanus,exaspera,Platanus exaspera,0.119,50.72,51.5,Lake,,Platanus exaspera UF 10176A Crooked River 258A,Meyer and Manchester (1997),,,,,,,,50.72,1.705197055
Bridge Creek (Crooked River),Platanaceae,Platanus,exaspera,Platanus exaspera,0.104,6.07,104.6,Lake,,Platanus exaspera UF 10342A Crooked River 258A,Meyer and Manchester (1997),,,,,,,,6.07,0.783417583
